Dbid,Status,Name,Type,Layer,GUID,SETS
10533,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df5e9,16PAV - EST - CONC. ESTRUTURA - LADO A
10534,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10535,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df5ea,16PAV - EST - CONC. ESTRUTURA - LADO B
10536,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10537,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df5eb,16PAV - EST - CONC. ESTRUTURA - LADO B
10538,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10539,N/A,PC-160-Osso/ParedeConcreto/Osso,Type,16° Pav-Tipo-EST,,
10540,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df5ed,16PAV - EST - CONC. ESTRUTURA - LADO A
10541,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10542,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df5ef,16PAV - EST - CONC. ESTRUTURA - LADO A
10543,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10544,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df594,16PAV - EST - CONC. ESTRUTURA - LADO A
10545,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10546,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df595,16PAV - EST - CONC. ESTRUTURA - LADO A
10547,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10548,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df596,16PAV - EST - CONC. ESTRUTURA - LADO A
10549,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10550,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df597,16PAV - EST - CONC. ESTRUTURA - LADO A
10551,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10552,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df590,16PAV - EST - CONC. ESTRUTURA - LADO A
10553,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10554,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df591,16PAV - EST - CONC. ESTRUTURA - LADO A
10555,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10556,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df592,16PAV - EST - CONC. ESTRUTURA - LADO A
10557,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10558,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df593,16PAV - EST - CONC. ESTRUTURA - LADO A
10559,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10560,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df59c,16PAV - EST - CONC. ESTRUTURA - LADO A
10561,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10562,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df59d,16PAV - EST - CONC. ESTRUTURA - LADO A
10563,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10564,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df59e,16PAV - EST - CONC. ESTRUTURA - LADO A
10565,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10566,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df59f,16PAV - EST - CONC. ESTRUTURA - LADO A
10567,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10568,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df598,16PAV - EST - CONC. ESTRUTURA - LADO A
10569,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10570,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df599,16PAV - EST - CONC. ESTRUTURA - LADO A
10571,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10572,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df59a,16PAV - EST - CONC. ESTRUTURA - LADO A
10573,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10574,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df59b,16PAV - EST - CONC. ESTRUTURA - LADO A
10575,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10576,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df584,16PAV - EST - CONC. ESTRUTURA - LADO A
10577,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10578,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df585,16PAV - EST - CONC. ESTRUTURA - LADO A
10579,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10580,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df586,16PAV - EST - CONC. ESTRUTURA - LADO A
10581,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10582,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df587,16PAV - EST - CONC. ESTRUTURA - LADO A
10583,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10584,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df580,16PAV - EST - CONC. ESTRUTURA - LADO A
10585,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10586,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df581,16PAV - EST - CONC. ESTRUTURA - LADO A
10587,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10588,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df582,16PAV - EST - CONC. ESTRUTURA - LADO A
10589,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10590,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df583,16PAV - EST - CONC. ESTRUTURA - LADO A
10591,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10592,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df58c,16PAV - EST - CONC. ESTRUTURA - LADO A
10593,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10594,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df58d,16PAV - EST - CONC. ESTRUTURA - LADO B
10595,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10596,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df58e,16PAV - EST - CONC. ESTRUTURA - LADO B
10597,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10598,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df58f,16PAV - EST - CONC. ESTRUTURA - LADO B
10599,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10600,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df588,16PAV - EST - CONC. ESTRUTURA - LADO B
10601,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10602,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df589,16PAV - EST - CONC. ESTRUTURA - LADO B
10603,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10604,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df58a,16PAV - EST - CONC. ESTRUTURA - LADO B
10605,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10606,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df58b,16PAV - EST - CONC. ESTRUTURA - LADO B
10607,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10608,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df5b4,16PAV - EST - CONC. ESTRUTURA - LADO B
10609,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10610,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df5b5,16PAV - EST - CONC. ESTRUTURA - LADO A
10611,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10612,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df5b6,16PAV - EST - CONC. ESTRUTURA - LADO A
10613,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10614,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df5b7,16PAV - EST - CONC. ESTRUTURA - LADO A
10615,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10616,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df5b0,16PAV - EST - CONC. ESTRUTURA - LADO B
10617,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10618,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df5b1,16PAV - EST - CONC. ESTRUTURA - LADO A
10619,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10620,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df5b2,16PAV - EST - CONC. ESTRUTURA - LADO B
10621,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10622,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df5b3,16PAV - EST - CONC. ESTRUTURA - LADO B
10623,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10624,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df5bc,16PAV - EST - CONC. ESTRUTURA - LADO B
10625,N/A,@Concreto,Solid,16° Pav-Tipo-EST,,
10626,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,16° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674df5bd,16PAV - EST - CONC. ESTRUTURA - LADO B
